Name,Attention,Address 1,Address 2,City,State,Zip Code,Phone,Credential,Licensee Type,First Issued Date,Expiration Date,License Status,Status Reason,Supervisor License,Supervisor Name,Supervision Type,Supervisor License Status,Supervisor Expiration,
SCIOTO SITE SERVICES LLC,,2077 OLD SPRINGFIELD RD,,NEW HOLLAND,OH,43145-9614,(614) 928-2228,53.24.1009,Fire Protection Organization - Company,12/09/2024,07/01/2027,Active,ACTIVE,,,,,,
SAFEWAY ELECTRIC CO INC,,1973 LOCKBOURNE RD,,COLUMBUS,OH,43207-1460,(614)443-7672,53.25.0013,Fire Protection Organization - Company,06/14/1991,07/01/2027,Active,ACTIVE,,,,,,
BRUCE MERRILEES ELECTRIC LLC,,930 CASS ST,,NEW CASTLE,PA,16101-5241,(724)652-5566,53.25.0025,Fire Protection Organization - Company,07/05/1991,07/01/2027,Active,ACTIVE,,,,,,
CAPITAL FIRE PROTECTION CO,,3360 VALLEYVIEW DR,,COLUMBUS,OH,43204-1296,(614)279-9448,53.25.1002,Fire Protection Organization - Company,05/09/1991,07/01/2027,Active,ACTIVE,,,,,,
JESS HOWARD ELECTRIC CO,,6630 TAYLOR RD,,BLACKLICK,OH,43004-8661,(614)861-1300,53.25.1006,Fire Protection Organization - Company,06/24/1991,07/01/2027,Active,ACTIVE,,,,,,
INDUSTRIAL SALES CO INC,,400 E WILSON BRIDGE RD STE F,,WORTHINGTON,OH,43085-2363,(614)882-1916,53.25.1009,Fire Protection Organization - Company,07/16/1991,07/01/2027,Active,ACTIVE,,,,,,
JULIAN SPEER CO DBA SPEER MECHANICAL,,5255 SINCLAIR RD,,COLUMBUS,OH,43229-5042,(614)261-6331,53.25.1027,Fire Protection Organization - Company,06/10/1991,07/01/2027,Active,ACTIVE,,,,,,
JOHNSON CONTROLS FIRE PROTECTION LP,LICENSING DEPT,PO BOX 3042,,BOCA RATON,FL,33431-0942,,53.25.1041,Fire Protection Organization - Company,07/16/1991,07/01/2027,Active,ACTIVE,,,,,,
ROBERTS SERVICE GROUP INC,,820 N HAGUE AVE,,COLUMBUS,OH,43204,(614)276-0126,53.25.1052,Fire Protection Organization - Company,05/20/1991,07/01/2027,Active,ACTIVE,,,,,,
MID CITY ELECTRIC CO,,937 EASTWIND DR,,WESTERVILLE,OH,43081-3330,(614)221-5153,53.25.1069,Fire Protection Organization - Company,06/10/1991,07/01/2027,Active,ACTIVE,,,,,,
TP MECHANICAL CONTRACTORS,,2130 FRANKLIN RD,,COLUMBUS,OH,43209-2724,(614)253-8556,53.25.1081,Fire Protection Organization - Company,07/05/1991,07/01/2027,Active,ACTIVE,,,,,,
G&M PLUMBING HEATING INC,,2077 JOYCE AVE,,COLUMBUS,OH,43219-1074,(614)263-1851,53.25.1090,Fire Protection Organization - Company,06/27/1991,07/01/2027,Active,ACTIVE,,,,,,
WAIBEL ELECTRIC COMPANY INC,,133 HUMPHRIES DR,,ETNA,OH,43068-6801,(740)964-2956,53.25.1110,Fire Protection Organization - Company,06/27/1991,07/01/2027,Active,ACTIVE,,,,,,
ROEHRENBECK ELECTRIC INC,,2525 ENGLISH RD,,COLUMBUS,OH,43207-2840,(614)443-9709,53.25.1117,Fire Protection Organization - Company,05/20/1991,07/01/2027,Active,ACTIVE,,,,,,
CONVERSE ELECTRIC INC,,655 DEARBORN PARK LN,,WORTHINGTON,OH,43085-5702,(614)871-8700,53.25.1127,Fire Protection Organization - Company,06/27/1991,07/01/2027,Active,ACTIVE,,,,,,
X-F ELECTRICAL CONTRACTORS,,1120 CLAYCRAFT RD,,COLUMBUS,OH,43230-6640,(614)253-7437,53.25.1128,Fire Protection Organization - Company,06/10/1991,07/01/2027,Active,ACTIVE,,,,,,
ROMANOFF ELECTRIC INC,,977 GAHANNA PKWY,,COLUMBUS,OH,43230-6610,(614)755-4500,53.25.1162,Fire Protection Organization - Company,06/27/1991,07/01/2027,Active,ACTIVE,,,,,,
EFFICIENT ELECTRIC CORP,,4800 GROVES RD,,COLUMBUS,OH,43232-4165,(614)552-0200,53.25.1166,Fire Protection Organization - Company,07/16/1991,07/01/2027,Active,ACTIVE,,,,,,
PENN ELECTRIC CO,,2888 JOHNSTOWN RD,,COLUMBUS,OH,43219-1772,(614)475-9694,53.25.1191,Fire Protection Organization - Company,06/27/1991,07/01/2027,Active,ACTIVE,,,,,,
C & J ELECTRIC INC,,13510 STATE ROUTE 29,,ANNA,OH,45302-9654,(937) 394-2300,53.25.1209,Fire Protection Organization - Company,06/05/1996,07/01/2027,Active,ACTIVE,,,,,,
ACCURATE ELECTRIC CONSTRUCTION INC,,8075 HOWE INDUSTRIAL PKWY,,CANAL WINCHESTER,OH,43110-7890,(614)863-1844,53.25.1219,Fire Protection Organization - Company,06/14/1991,07/01/2027,Active,ACTIVE,,,,,,
WIRED TO THE MAX INC,,PO BOX 24803,,COLUMBUS,OH,43224-0803,(614)337-0062,53.25.1238,Fire Protection Organization - Company,06/27/1991,07/01/2027,Active,ACTIVE,,,,,,
HARD FIRE SUPPRESSION SYSTEMS,,400 E WILSON BRIDGE RD STE A,,WORTHINGTON,OH,43085-0006,(614)882-2990,53.25.1241,Fire Protection Organization - Company,07/05/1991,07/01/2027,Active,ACTIVE,,,,,,
ELECTRICAL DESIGN SERVICE,,2892 E 14TH AVE,,COLUMBUS,OH,43219-2302,(614)471-1210,53.25.1244,Fire Protection Organization - Company,07/05/1991,07/01/2027,Active,ACTIVE,,,,,,
TERRA FIRE SUPPRESSION SYSTEMS INC,,2425 FAIRWOOD AVE,,COLUMBUS,OH,43207,,53.25.1269,Fire Protection Organization - Company,06/03/1991,07/01/2027,Active,ACTIVE,,,,,,
KNS SERVICES INC,,8450 RAUSCH DR,,PLAIN CITY,OH,43064-8047,(614)733-3880,53.25.1301,Fire Protection Organization - Company,07/16/1991,07/01/2027,Active,ACTIVE,,,,,,
INNOVATIVE HARDWARE INC/DBA EPS,,8845 BASIL WESTERN RD NW,,CANAL WINCHESTER,OH,43110-9276,(614) 829-5473,53.25.1308,Fire Protection Organization - Company,09/09/1991,07/01/2027,Active,ACTIVE,,,,,,
ELECTRICAL SERVICE PROFESSIONALS,,4110 DEMOREST RD,,GROVE CITY,OH,43123-9549,(614)875-0104,53.25.1317,Fire Protection Organization - Company,01/14/1992,07/01/2027,Active,ACTIVE,,,,,,
TIGER SYSTEMS INC,,963 SCHROCK RD,,COLUMBUS,OH,43229-1133,(614)888-8055,53.25.1336,Fire Protection Organization - Company,07/16/1992,07/01/2027,Active,ACTIVE,,,,,,
SECURITY NETWORK INC,,1324 DUBLIN RD,,COLUMBUS,OH,43215,,53.25.1338,Fire Protection Organization - Company,02/03/1993,07/01/2027,Active,ACTIVE,,,,,,
MJB ELECTRIC SERVICE,,975 EASTWIND DR STE 175,,WESTERVILLE,OH,43081-3398,(614)847-1952,53.25.1351,Fire Protection Organization - Company,12/31/1992,07/01/2027,Active,ACTIVE,,,,,,
ELECTRIC SOLUTIONS INC,,1625 EASTGATE PKWY,,GAHANNA,OH,43230-8601,(614)577-1188,53.25.1356,Fire Protection Organization - Company,05/27/1993,07/01/2027,Active,ACTIVE,,,,,,
DAVE GREGORY ELECTRIC INC,,1080 FRANK RD,,COLUMBUS,OH,43223,(614)272-8989,53.25.1359,Fire Protection Organization - Company,06/30/1993,07/01/2027,Active,ACTIVE,,,,,,
DOUBLE EIGHT FIRE PROTECTION INC,,5930 WILCOX PL STE C,,DUBLIN,OH,43016-6804,(614) 467-9433,53.25.1386,Fire Protection Organization - Company,08/11/1994,07/01/2027,Active,ACTIVE,,,,,,
HI TECH LOCK SAFE SERVICE INC,,1660 FRANCISCO RD,,COLUMBUS,OH,43220,(614)442-0111,53.25.1395,Fire Protection Organization - Company,12/30/1994,07/01/2027,Active,ACTIVE,,,,,,
D & L PLUMBING INC,,4736 E WALNUT ST,,WESTERVILLE,OH,43081-9609,(614)882-8281,53.25.1399,Fire Protection Organization - Company,01/31/1995,07/01/2027,Active,ACTIVE,,,,,,
GEORGE J IGEL CO INC,,3500 ALUM CREEK DR,,COLUMBUS,OH,43207-3423,(614)445-8421,53.25.1401,Fire Protection Organization - Company,02/23/1995,07/01/2027,Active,ACTIVE,,,,,,
BERWICK COMPANIES LLC,,PO BOX 241,,CANAL WINCHESTER,OH,43110,(614)834-2301,53.25.1407,Fire Protection Organization - Company,04/13/1995,07/01/2027,Active,ACTIVE,,,,,,
SETTLE MUTER ELECTIC,,711 CLAYCRAFT RD,,COLUMBUS,OH,43230-6631,(614)866-7554,53.25.1419,Fire Protection Organization - Company,09/21/1995,07/01/2027,Active,ACTIVE,,,,,,
GEOTEX CONSTRUCTION SERVICES INC,,6496 TAYLOR RD SW,,REYNOLDSBURG,OH,43068-9633,(614)444-5690,53.25.1426,Fire Protection Organization - Company,12/19/1995,07/01/2027,Active,ACTIVE,,,,,,
JOHN ERAMO & SONS INC,,3670 LACON ROAD,,HILLIARD,OH,43026,(614)777-0020,53.25.1427,Fire Protection Organization - Company,12/19/1995,07/01/2027,Active,ACTIVE,,,,,,
"NICKOLAS SAVKO & SONS, INC",,4636 SHUSTER RD,,COLUMBUS,OH,43214-1934,(614)451-2242,53.25.1449,Fire Protection Organization - Company,08/27/1997,07/01/2027,Active,ACTIVE,,,,,,
THE WATERWORKS,,550 SCHROCK RD,,COLUMBUS,OH,43229-1062,(614)876-0999,53.25.1450,Fire Protection Organization - Company,08/18/1997,07/01/2027,Active,ACTIVE,,,,,,
SHOWE CONSTRUCTION COMPANY,,45 N 4TH ST,,COLUMBUS,OH,43215-3602,(614)481-8106,53.25.1465,Fire Protection Organization - Company,08/19/1998,07/01/2027,Active,ACTIVE,,,,,,
COMMERCIAL CONTROL SERVICES INC,,1783 KENNY RD,,COLUMBUS,OH,43212-1311,(614)424-9804,53.25.1473,Fire Protection Organization - Company,08/24/1998,07/01/2027,Active,ACTIVE,,,,,,
THE DOOR COMPANY OF OHIO INC,,3247 E 11TH AVE,,COLUMBUS,OH,43219-3735,(614)338-1414,53.25.1477,Fire Protection Organization - Company,09/15/1998,07/01/2027,Active,ACTIVE,,,,,,
DEBRA-KUEMPEL INC DBA DYNALECTRIC OHIO,DBA DYNALECTRIC OHIO,3976 SOUTHERN AVE,,CINCINNATI,OH,45227-3562,(513) 527-8148,53.25.1490,Fire Protection Organization - Company,07/15/1999,07/01/2027,Active,ACTIVE,,,,,,
HOLT MECHANICAL,,137 PATTI DR,,WESTERVILLE,OH,43081-2430,(614)901-8020,53.25.1491,Fire Protection Organization - Company,08/05/1999,07/01/2027,Active,ACTIVE,,,,,,
SHOEMAKER INDUSTRIAL SOLUTIONS,,831 BONHAM AVE,,COLUMBUS,OH,43211,(614)294-5626,53.25.1500,Fire Protection Organization - Company,04/05/2000,07/01/2027,Active,ACTIVE,,,,,,
WW WILLIAMS COMPANY LLC,,3535 PARKWAY LN,ATTN: JOE HERRERA,HILLIARD,OH,43026-1214,(614)527-9400,53.25.1504,Fire Protection Organization - Company,11/06/2000,07/01/2027,Active,ACTIVE,,,,,,
SEALS CONSTRUCTION INC,,10283 BUSEY RD NW,,CANAL WINCHESTER,OH,43110-9629,(614)836-7200,53.25.1524,Fire Protection Organization - Company,05/09/2002,07/01/2027,Active,ACTIVE,,,,,,
FIRE & SAFETY SERVICES LLC,,PO BOX 214,,WESTERVILLE,OH,43086-0214,(614)989-5291,53.25.1552,Fire Protection Organization - Company,01/07/2005,07/01/2027,Active,ACTIVE,,,,,,
GOLDEN RULE SECURITY INC,,PO BOX 20563,,COLUMBUS,OH,43220-0563,,53.25.1553,Fire Protection Organization - Company,02/08/2005,07/01/2027,Active,ACTIVE,,,,,,
COMPETENT ELECTRICAL SERVICES,,PO BOX 535,,WESTERVILLE,OH,43086-0535,(614)726-5046,53.25.1554,Fire Protection Organization - Company,02/18/2005,07/01/2027,Active,ACTIVE,,,,,,
SUPERIOR GROUP,,535 REACH BLVD STE 400,,COLUMBUS,OH,43215-3692,(614)488-8025,53.25.1556,Fire Protection Organization - Company,05/19/2005,07/01/2027,Active,ACTIVE,,,,,,
CAPITAL CITY ELECTRIC INC,,9798 KARMAR CT STE B,,NEW ALBANY,OH,43054,(614)794-8729,53.25.1563,Fire Protection Organization - Company,10/25/2005,07/01/2027,Active,ACTIVE,,,,,,
ALL SECURED SECURITY SERVICE,,343 E BARTHMAN AVE,,COLUMBUS,OH,43207-1919,(614)424-6730,53.25.1566,Fire Protection Organization - Company,01/17/2006,07/01/2027,Active,ACTIVE,,,,,,
CRAWFORD MECHANICAL SERVICES INC,,9464 JERSEY MILL RD NW,,PATASKALA,OH,43062-9749,(614)478-9424,53.25.1569,Fire Protection Organization - Company,02/15/2006,07/01/2027,Active,ACTIVE,,,,,,
GENESIS BUILDING SYSTEMS,,7790 N CENTRAL DR,,LEWIS CENTER,OH,43035-9404,(614)568-7850,53.25.1570,Fire Protection Organization - Company,07/14/2006,07/01/2027,Active,ACTIVE,,,,,,
J & J CLEMENT ELECTRIC CO,,57 PARKVIEW CT,,HOWARD,OH,43028-9427,(740)272-1271,53.25.1571,Fire Protection Organization - Company,07/31/2006,07/01/2027,Active,ACTIVE,,,,,,
MADISON CHRISTIAN CHURCH,,3565 BIXBY RD,,GROVEPORT,OH,43125-9454,(614)491-3232,53.25.1576,Fire Protection Organization - Company,12/07/2006,07/01/2027,Active,ACTIVE,,,,,,
ELECTROCOMM COLUMBUS CORP,,2967 SWITZER AVE,,COLUMBUS,OH,43219,(614)257-0544,53.25.1582,Fire Protection Organization - Company,06/20/2007,07/01/2027,Active,ACTIVE,,,,,,
L & H SAFETY SERVICES LLC,,3782 ANDERSON RD,,BELLVILLE,OH,44813-9406,(614)554-5281,53.25.1602,Fire Protection Organization - Company,12/15/2009,07/01/2027,Active,ACTIVE,,,,,,
STATE SECURITY LLC,,PO BOX 921,,WESTERVILLE,OH,43086-6921,(614)206-6794,53.25.1604,Fire Protection Organization - Company,05/10/2010,07/01/2027,Active,ACTIVE,,,,,,
WINDSOR CONSTRUCTION SERVICES LLC,,PO BOX 417,,POWELL,OH,43065-0417,(614)778-9873,53.25.1607,Fire Protection Organization - Company,07/21/2010,07/01/2027,Active,ACTIVE,,,,,,
ODYSSEY ELECTRONICS LLC,,5167 WAGON WHEEL LANE,,GAHANNA,OH,43230,(614)478-4105,53.25.1608,Fire Protection Organization - Company,08/06/2010,07/01/2027,Active,ACTIVE,,,,,,
API SECURITY SERVICES & INVESTIGATI,,867 HIGH ST STE D,,WORTHINGTON,OH,43085-4154,(614)310-1980,53.25.1609,Fire Protection Organization - Company,10/08/2010,07/01/2027,Active,ACTIVE,,,,,,
B2 ELECTRICAL & ENERGY CONTRACTORS,,19596 HILL RD,,CIRCLEVILLE,OH,43113-9630,(614)584-3390,53.25.1610,Fire Protection Organization - Company,11/05/2010,07/01/2027,Active,ACTIVE,,,,,,
ELECTRONIC SYSTEMS CONSULTANTS,,1187 CLEVELAND AVE,,COLUMBUS,OH,43201-2972,(614) 420-1491,53.25.1614,Fire Protection Organization - Company,01/21/2011,07/01/2027,Active,ACTIVE,,,,,,
SHELLY AND SANDS INC,,1515 HARMON AVE,,COLUMBUS,OH,43223-3309,(614)444-5100,53.25.1615,Fire Protection Organization - Company,02/08/2011,07/01/2027,Active,ACTIVE,,,,,,
MIKE BAUMANN PLUMBING INC,,550 STIMMEL RD,,COLUMBUS,OH,43223-2902,(614)491-2163,53.25.1624,Fire Protection Organization - Company,12/13/2011,07/01/2027,Active,ACTIVE,,,,,,
THE HASBROOK COMPANY INC,,PO BOX 236,,GROVEPORT,OH,43125,(614)409-0680,53.25.1629,Fire Protection Organization - Company,04/09/2012,07/01/2027,Active,ACTIVE,,,,,,
SOUND COMMUNICATIONS INC,,3474 PARK STREET,,GROVE CITY,OH,43123,(614)875-8500,53.25.1635,Fire Protection Organization - Company,04/04/2013,07/01/2027,Active,ACTIVE,,,,,,
PILLAR FIRE PROTECTION INC,,4280 VANATTA RD,,CENTERBURG,OH,43011-8401,(614)847-1952,53.25.1636,Fire Protection Organization - Company,04/10/2013,07/01/2027,Active,ACTIVE,,,,,,
JACKSON EXCAVATING INC,,2400 ALUM CREEK DR,,COLUMBUS,OH,43207-2805,(614)444-5572,53.25.1637,Fire Protection Organization - Company,04/23/2013,07/01/2027,Active,ACTIVE,,,,,,
BOSS EXCAVATING & GRADING,,2800 HARRISON RD,,COLUMBUS,OH,43204-2588,(614)876-1658,53.25.1639,Fire Protection Organization - Company,06/27/2013,07/01/2027,Active,ACTIVE,,,,,,
MOBOTO LLC,,545 METRO PL S STE 100,DBA A T SYSTEMS,DUBLIN,OH,43017-5353,(614)777-6565,53.25.3982,Fire Protection Organization - Company,09/03/2014,07/01/2027,Active,ACTIVE,,,,,,
ALMUR CONSTRUCTION INC,,PO BOX 310,,DUBLIN,OH,43017-0310,(614) 203-4306,53.25.3983,Fire Protection Organization - Company,10/09/2014,07/01/2027,Active,ACTIVE,,,,,,
EXPRESS ELECTRIC LLC,,PO BOX 272,,REYNOLDSBURG,OH,43068-0272,(614) 835-0220,53.25.3988,Fire Protection Organization - Company,03/13/2015,07/01/2027,Active,ACTIVE,,,,,,
ALL PACK SERVICES,,3442 GRANT AVE,,GROVE CITY,OH,43123-2513,(614) 578-1345,53.25.3989,Fire Protection Organization - Company,06/05/2015,07/01/2027,Active,ACTIVE,,,,,,
STARTEC SECURITY LLC,,4520 ALUM CREEK DR,,COLUMBUS,OH,43207-4524,(614) 895-3000,53.25.3990,Fire Protection Organization - Company,07/27/2015,07/01/2027,Active,ACTIVE,,,,,,
OLD SKOOL CONSTRUCTION LLC,,PO BOX 1616,,WESTERVILLE,OH,43086-1616,(614) 313-2927,53.25.3994,Fire Protection Organization - Company,06/14/2016,07/01/2027,Active,ACTIVE,,,,,,
MASSANA CONSTRUCTION INC,,937 HIGH ST STE 201,,WORTHINGTON,OH,43085-4088,(614) 987-7056,53.25.3995,Fire Protection Organization - Company,07/01/2016,07/01/2027,Active,ACTIVE,,,,,,
SNIDER ELECTRIC LLC,,2101 LONDON GROVEPORT RD,,GROVE CITY,OH,43123-9033,(614) 307-2230,53.25.3999,Fire Protection Organization - Company,04/06/2017,07/01/2027,Active,ACTIVE,,,,,,
SP ELECTRIC LLC,,5638 BOYD RD,,GROVE CITY,OH,43123-9761,(614) 827-5317,53.25.4000,Fire Protection Organization - Company,04/13/2017,07/01/2027,Active,ACTIVE,,,,,,
SYNERGY ELECTRICAL LLC,,735 CROSS POINTE RD STE A,,GAHANNA,OH,43230-6786,(614) 252-7031,53.25.4005,Fire Protection Organization - Company,12/26/2017,07/01/2027,Active,ACTIVE,,,,,,
PROPERTY TECH INDUSTRIES LLC,,1080 GIBBARD AVE,,COLUMBUS,OH,43201-3054,(614) 987-8784,53.25.4007,Fire Protection Organization - Company,03/12/2018,07/01/2027,Active,ACTIVE,,,,,,
INTEGRITY POWER SOLUTIONS,,1206 AUTUMN HILL DR,,COLUMBUS,OH,43235-7508,(614) 886-3412,53.25.4008,Fire Protection Organization - Company,03/27/2018,07/01/2027,Active,ACTIVE,,,,,,
FREEDOM UTILITIES LLC,,2152 BRITAINS LN,,COLUMBUS,OH,43224-5610,(614)263-8803,53.25.4010,Fire Protection Organization - Company,08/03/2018,07/01/2027,Active,ACTIVE,,,,,,
ASHER ELECTRIC LLC,,1020 TAYLOR STATION RD STE E,,GAHANNA,OH,43230-6675,(614)762-6877,53.25.4011,Fire Protection Organization - Company,08/29/2018,07/01/2027,Active,ACTIVE,,,,,,
FRONTIER ELECTRIC SERVICES INC,,5755 WESTBOURNE AVE,,COLUMBUS,OH,43213-1488,(614) 694-2950,53.25.4013,Fire Protection Organization - Company,01/24/2019,07/01/2027,Active,ACTIVE,,,,,,
BUCKEYE FIRE SYSTEMS LLC,,299 POWHATAN AVE,,COLUMBUS,OH,43204-1916,(614) 701-8452,53.25.4014,Fire Protection Organization - Company,02/26/2019,07/01/2027,Active,ACTIVE,,,,,,
SERVICE 1 FIRE SAFETY LLC,,6520 SHENANDOAH DR,,REYNOLDSBURG,OH,43068-1950,(614) 209-1756,53.25.4020,Fire Protection Organization - Company,06/21/2019,07/01/2027,Active,ACTIVE,,,,,,
EMP SERVICES LLC,,2087 HENDRIX DR,,GROVE CITY,OH,43123-1216,(614) 756-1412,53.25.4024,Fire Protection Organization - Company,05/18/2021,07/01/2027,Active,ACTIVE,,,,,,
COLUMBUS CONTROLS & DESIGN LLC,,4815 BALDWIN RD,,HILLIARD,OH,43026-7669,(614) 499-1576,53.25.4025,Fire Protection Organization - Company,06/29/2021,07/01/2027,Active,ACTIVE,,,,,,
RELI ELECTRIC LLC,,845 CLAYCRAFT RD STE N,,COLUMBUS,OH,43230-6667,(614) 374-8910,53.25.4026,Fire Protection Organization - Company,08/03/2021,07/01/2027,Active,ACTIVE,,,,,,
DOUBLE EIGHT SERVICES INC,,5930 WILCOX PL STE C,,DUBLIN,OH,43016-6804,(614) 467-9433,53.25.4027,Fire Protection Organization - Company,08/16/2021,07/01/2027,Active,ACTIVE,,,,,,
ICS HOLDING GROUP LLC DBA ICS PROTECTIVE SERVICES,,1071 S HIGH ST,,COLUMBUS,OH,43206-3412,(614) 285-4901,53.25.4029,Fire Protection Organization - Company,10/18/2021,07/01/2027,Active,ACTIVE,,,,,,
BENITEZ FIRE PROTECTION COMPANY LLC,,7481 AUTUMN JOY AVE,,CANAL WINCHESTER,OH,43110-7602,(614) 653-2804,53.25.4030,Fire Protection Organization - Company,01/04/2022,07/01/2027,Active,ACTIVE,,,,,,
TW SECURITY SOLUTIONS LLC,,344 SANDBURG DRIVE,,LITHOPOLIS,OH,43136,(614) 928-6797,53.25.4031,Fire Protection Organization - Company,01/10/2022,07/01/2027,Active,ACTIVE,,,,,,
WOAHENE ELECTRICAL & TECHNOLOGIES LLC,,4062 FORTRESS PL,,COLUMBUS,OH,43230-1549,(614) 743-2414,53.25.4032,Fire Protection Organization - Company,02/03/2022,07/01/2027,Active,ACTIVE,,,,,,
"KOKOSING CONSTRUCTION COMPANY, INC",,6235 WESTERVILLE RD,,WESTERVILLE,OH,43081-4041,(614) 228-1029,53.25.4034,Fire Protection Organization - Company,06/07/2022,07/01/2027,Active,ACTIVE,,,,,,
TRIANGLE FIRE LLC,,721 HUBBARD RD,,GALLOWAY,OH,43119-9481,(614) 745-9024,53.25.4035,Fire Protection Organization - Company,06/14/2022,07/01/2027,Active,ACTIVE,,,,,,
B MARTIN CONSTRUCTION LLC,,11487 JOHNSTOWN RD,,NEW ALBANY,OH,43054-9719,(614) 499-0833,53.25.4040,Fire Protection Organization - Company,04/21/2023,07/01/2027,Active,ACTIVE,,,,,,
VERDE SECURITY LLC,,4182 WORTH AVE,,COLUMBUS,OH,43219-1535,(614) 427-0002,53.25.4042,Fire Protection Organization - Company,06/29/2023,07/01/2027,Active,ACTIVE,,,,,,
FIVE STAR HOME SERVICES LLC,,8160 HOWE INDUSTRIAL PKWY,,CANAL WINCHESTER,OH,43110-7881,(614) 808-6992,53.25.4043,Fire Protection Organization - Company,07/20/2023,07/01/2027,Active,ACTIVE,,,,,,
KITCHEN CONNECT LLC,,3748 SHORELINE DR,,COLUMBUS,OH,43232-6334,(614) 360-7896,53.25.4044,Fire Protection Organization - Company,08/29/2023,07/01/2027,Active,ACTIVE,,,,,,
UNIVERSAL PROTECTION SERVICES LLC DBA ALLIED UNIVERSAL SECURITY,,630 MORRISON RD STE 110,,GAHANNA,OH,43230-5318,(614) 438-4183,53.25.4045,Fire Protection Organization - Company,08/30/2023,07/01/2027,Active,ACTIVE,,,,,,
SYNERGY FIRE SYSTEM LLC,,3249 HILLIARD ROME RD,,HILLIARD,OH,43026-9472,(614) 822-6811,53.25.4046,Fire Protection Organization - Company,09/09/2023,07/01/2027,Active,ACTIVE,,,,,,
TASK FORCE INSTALLATIONS LLC,,3053 GLENSHAW AVE,,COLUMBUS,OH,43231-6010,(614) 725-6239,53.25.4047,Fire Protection Organization - Company,09/18/2023,07/01/2027,Active,ACTIVE,,,,,,
GEER GAS CORPORATION,,1360 MCKINLEY AVE,,COLUMBUS,OH,43222-1117,(614) 272-4337,53.25.4048,Fire Protection Organization - Company,09/27/2023,07/01/2027,Active,ACTIVE,,,,,,
HOLY WATER FIRE PROTECTION CO DBA ROGERS FIRE PROTECTION CO,,2840 FISHER RD STE A,,COLUMBUS,OH,43204-3551,(614) 595-5626,53.25.4049,Fire Protection Organization - Company,10/11/2023,07/01/2027,Active,ACTIVE,,,,,,
EDDS ELECTRIC LLC,,6651 ELM PARK CT,,GALLOWAY,OH,43119-9549,(614) 680-9253,53.25.4051,Fire Protection Organization - Company,12/14/2023,07/01/2027,Active,ACTIVE,,,,,,
CUSTOM CONTROLS GROUP LLC,,848 MORRISON RD,,COLUMBUS,OH,43230-6643,(614) 425-8694,53.25.4052,Fire Protection Organization - Company,05/29/2024,07/01/2027,Active,ACTIVE,,,,,,
AIRTRON LLC,,3021 INTERNATIONAL ST,,COLUMBUS,OH,43228-4635,(614) 324-9972,53.25.4055,Fire Protection Organization - Company,01/30/2025,07/01/2027,Active,ACTIVE,,,,,,
GROVE CITY FIRE PROTECTION LLC,,6278 SEEDS RD,,GROVE CITY,OH,43123-8932,(614) 365-0836,53.25.4056,Fire Protection Organization - Company,02/21/2025,07/01/2027,Active,ACTIVE,,,,,,
MEYERS FIRE LLC,,2844 BLANKNER DR,,GROVE CITY,OH,43123-2009,(614) 579-0839,53.25.4057,Fire Protection Organization - Company,03/10/2025,07/01/2027,Active,ACTIVE,,,,,,
ELITE FACILITIES MANAGEMENT LLC,,3645 PARAGON DR,,COLUMBUS,OH,43228-9751,(567) 876-9035,53.25.4058,Fire Protection Organization - Company,03/14/2025,07/01/2027,Active,ACTIVE,,,,,,
ATLAS INDUSTRIAL CONTRACTORS LLC,,5275 SINCLAIR RD,,COLUMBUS,OH,43229-5042,(614) 841-4500,53.25.4060,Fire Protection Organization - Company,03/28/2025,07/01/2027,Active,ACTIVE,,,,,,
ALERT ALARMS INC,,480 S GRENER AVE,,COLUMBUS,OH,43228-1990,(614) 870-1088,53.25.4061,Fire Protection Organization - Company,05/07/2025,07/01/2027,Active,ACTIVE,,,,,,
APEX PROS PLUMBING ELECTRICAL HEATING AND AIR LLC,,4300 TULLER RD,,DUBLIN,OH,43017-5008,(740) 334-5663,53.25.4063,Fire Protection Organization - Company,10/21/2025,07/01/2027,Active,ACTIVE,,,,,,
XGENTECH LLC,,5975 WILCOX PL STE C,,DUBLIN,OH,43016-8728,(937) 893-9436,53.25.4064,Fire Protection Organization - Company,10/14/2025,07/01/2027,Active,ACTIVE,,,,,,
BENNETTS FIRE DESIGN,,4785 RENSCH RD,,GROVE CITY,OH,43123-9671,(220) 228-4304,53.25.4066,Fire Protection Organization - Company,11/21/2025,07/01/2027,Active,ACTIVE,,,,,,
HOODTECH LLC,,795 STINSON DR,,COLUMBUS,OH,43214-2957,(380) 900-2360,53.25.4067,Fire Protection Organization - Company,11/24/2025,07/01/2027,Active,ACTIVE,,,,,,
ROMANOFF ELECTRIC RESIDENTIAL LLC,,977 GAHANNA PKWY,,COLUMBUS,OH,43230-6610,(614) 755-4500,53.25.4068,Fire Protection Organization - Company,12/16/2025,07/01/2027,Active,ACTIVE,,,,,,
ESS ELECTRICAL SERVICES,,2771 LAURA GLEN PL UNIT 207,,COLUMBUS,OH,43219-1559,(614) 332-2837,53.25.4069,Fire Protection Organization - Company,01/29/2026,07/01/2027,Active,ACTIVE,,,,,,
ALLEN ELECTRIC & SYSTEMS LLC,,5083 BUFFALO RUN,,WESTERVILLE,OH,43081-6711,(614) 496-8388,53.25.4071,Fire Protection Organization - Company,02/09/2026,07/01/2027,Active,ACTIVE,,,,,,
